"","Subject","Exp","order","subBlock","countProp","trialCongruency","vjoutRT"
"467","74","E2","B1 0","B1","0% Con","con",652.090909090909
"468","74","E2","B1 0","B1","0% Con","inc",742
"469","74","E2","B1 0","B2","100% Con","con",543.181818181818
"470","74","E2","B1 0","B2","100% Con","inc",728.666666666667
"471","74","E2","B1 0","B2","0% Con","con",559.166666666667
"472","74","E2","B1 0","B2","0% Con","inc",693.416666666667
"473","75","E2","B1 0","B1","100% Con","con",459.5
"474","75","E2","B1 0","B1","100% Con","inc",638.6
"475","75","E2","B1 0","B1","0% Con","con",538.363636363636
"476","75","E2","B1 0","B1","0% Con","inc",675.818181818182
"477","75","E2","B1 0","B2","100% Con","con",483
"478","75","E2","B1 0","B2","100% Con","inc",557.272727272727
"479","75","E2","B1 0","B2","0% Con","con",476.25
"480","75","E2","B1 0","B2","0% Con","inc",604.3
"481","76","E2","B1 100","B1","100% Con","con",713.181818181818
"482","76","E2","B1 100","B1","100% Con","inc",762.25
"483","76","E2","B1 100","B1","0% Con","con",713.727272727273
"484","76","E2","B1 100","B1","0% Con","inc",693
"485","76","E2","B1 100","B2","100% Con","con",522.272727272727
"486","76","E2","B1 100","B2","100% Con","inc",534.363636363636
"487","76","E2","B1 100","B2","0% Con","con",526.166666666667
"488","76","E2","B1 100","B2","0% Con","inc",601.2
"489","77","E2","B1 100","B1","100% Con","con",888
"490","77","E2","B1 100","B1","100% Con","inc",1047.54545454545
"491","77","E2","B1 100","B1","0% Con","con",868.916666666667
"492","77","E2","B1 100","B1","0% Con","inc",978.375
"493","77","E2","B1 100","B2","100% Con","con",952.909090909091
"494","77","E2","B1 100","B2","100% Con","inc",1139
"495","77","E2","B1 100","B2","0% Con","con",839.3
"496","77","E2","B1 100","B2","0% Con","inc",919.5
"497","78","E2","B1 100","B1","100% Con","con",605.636363636364
"498","78","E2","B1 100","B1","100% Con","inc",679.181818181818
"499","78","E2","B1 100","B1","0% Con","con",628.75
"500","78","E2","B1 100","B1","0% Con","inc",735.909090909091
"501","78","E2","B1 100","B2","100% Con","con",545.545454545455
"502","78","E2","B1 100","B2","100% Con","inc",673.545454545455
"503","78","E2","B1 100","B2","0% Con","con",576.909090909091
"504","78","E2","B1 100","B2","0% Con","inc",650.5
"505","79","E2","B1 100","B1","100% Con","con",595.083333333333
"506","79","E2","B1 100","B1","100% Con","inc",647.875
"507","79","E2","B1 100","B1","0% Con","con",538.583333333333
"508","79","E2","B1 100","B1","0% Con","inc",668.222222222222
"509","79","E2","B1 100","B2","100% Con","con",523.666666666667
"510","79","E2","B1 100","B2","100% Con","inc",670.8
"511","79","E2","B1 100","B2","0% Con","con",518.583333333333
"512","79","E2","B1 100","B2","0% Con","inc",625.125
"513","80","E2","B1 100","B1","100% Con","con",891
"514","80","E2","B1 100","B1","100% Con","inc",924.1
"515","80","E2","B1 100","B1","0% Con","con",771.818181818182
"516","80","E2","B1 100","B1","0% Con","inc",856.090909090909
"517","80","E2","B1 100","B2","100% Con","con",844.363636363636
"518","80","E2","B1 100","B2","100% Con","inc",934.25
"519","80","E2","B1 100","B2","0% Con","con",696.909090909091
"520","80","E2","B1 100","B2","0% Con","inc",740.5
"521","81","E2","B1 100","B1","100% Con","con",953.416666666667
"522","81","E2","B1 100","B1","100% Con","inc",887.4
"523","81","E2","B1 100","B1","0% Con","con",713.636363636364
"524","81","E2","B1 100","B1","0% Con","inc",688.666666666667
"525","81","E2","B1 100","B2","100% Con","con",628.454545454545
"526","81","E2","B1 100","B2","100% Con","inc",695.285714285714
"527","81","E2","B1 100","B2","0% Con","con",673.636363636364
"528","81","E2","B1 100","B2","0% Con","inc",803.333333333333
"529","82","E2","B1 0","B1","100% Con","con",498.818181818182
"530","82","E2","B1 0","B1","100% Con","inc",599
"531","82","E2","B1 0","B1","0% Con","con",496.833333333333
"532","82","E2","B1 0","B1","0% Con","inc",558.333333333333
"533","82","E2","B1 0","B2","100% Con","con",513.416666666667
"534","82","E2","B1 0","B2","100% Con","inc",687.454545454545
"535","82","E2","B1 0","B2","0% Con","con",567.333333333333
"536","82","E2","B1 0","B2","0% Con","inc",597.833333333333
"537","83","E2","B1 100","B1","100% Con","con",571.363636363636
"538","83","E2","B1 100","B1","100% Con","inc",581
"539","83","E2","B1 100","B1","0% Con","con",526.909090909091
"540","83","E2","B1 100","B1","0% Con","inc",598.454545454545
"541","83","E2","B1 100","B2","100% Con","con",530.272727272727
"542","83","E2","B1 100","B2","100% Con","inc",603.727272727273
"543","83","E2","B1 100","B2","0% Con","con",549.75
"544","83","E2","B1 100","B2","0% Con","inc",688
"545","85","E2","B1 0","B1","100% Con","con",506.5
"546","85","E2","B1 0","B1","100% Con","inc",512.090909090909
"547","85","E2","B1 0","B1","0% Con","con",459.75
"548","85","E2","B1 0","B1","0% Con","inc",511.363636363636
"549","85","E2","B1 0","B2","100% Con","con",464.916666666667
"550","85","E2","B1 0","B2","100% Con","inc",550.666666666667
"551","85","E2","B1 0","B2","0% Con","con",524.090909090909
"552","85","E2","B1 0","B2","0% Con","inc",636.2
"553","86","E2","B1 100","B1","100% Con","con",592
"554","86","E2","B1 100","B1","100% Con","inc",641.818181818182
"555","86","E2","B1 100","B1","0% Con","con",603.583333333333
"556","86","E2","B1 100","B1","0% Con","inc",727.916666666667
"557","86","E2","B1 100","B2","100% Con","con",568.454545454545
"558","86","E2","B1 100","B2","100% Con","inc",717.1
"559","86","E2","B1 100","B2","0% Con","con",683.333333333333
"560","86","E2","B1 100","B2","0% Con","inc",668.090909090909
"561","89","E2","B1 100","B1","100% Con","con",430.166666666667
"562","89","E2","B1 100","B1","100% Con","inc",486.75
"563","89","E2","B1 100","B1","0% Con","con",433.818181818182
"564","89","E2","B1 100","B1","0% Con","inc",509.4
"565","89","E2","B1 100","B2","100% Con","con",424.454545454545
"566","89","E2","B1 100","B2","100% Con","inc",472.6
"567","89","E2","B1 100","B2","0% Con","con",408.583333333333
"568","89","E2","B1 100","B2","0% Con","inc",481
"569","90","E2","B1 0","B1","100% Con","con",641.083333333333
"570","90","E2","B1 0","B1","100% Con","inc",718.727272727273
"571","90","E2","B1 0","B1","0% Con","con",703
"572","90","E2","B1 0","B1","0% Con","inc",738.416666666667
"573","90","E2","B1 0","B2","100% Con","con",631.272727272727
"574","90","E2","B1 0","B2","100% Con","inc",739.181818181818
"575","90","E2","B1 0","B2","0% Con","con",601.666666666667
"576","90","E2","B1 0","B2","0% Con","inc",656.090909090909
"577","91","E2","B1 0","B1","100% Con","con",575.75
"578","91","E2","B1 0","B1","100% Con","inc",654.181818181818
"579","91","E2","B1 0","B1","0% Con","con",595.583333333333
"580","91","E2","B1 0","B1","0% Con","inc",602.75
"581","91","E2","B1 0","B2","100% Con","con",487.727272727273
"582","91","E2","B1 0","B2","100% Con","inc",587.727272727273
"583","91","E2","B1 0","B2","0% Con","con",536.083333333333
"584","91","E2","B1 0","B2","0% Con","inc",546.666666666667
"585","92","E2","B1 100","B1","100% Con","con",928.25
"586","92","E2","B1 100","B1","100% Con","inc",1192.75
"587","92","E2","B1 100","B1","0% Con","con",968.083333333333
"588","92","E2","B1 100","B1","0% Con","inc",1220.36363636364
"589","92","E2","B1 100","B2","100% Con","con",782.090909090909
"590","92","E2","B1 100","B2","100% Con","inc",1119.6
"591","92","E2","B1 100","B2","0% Con","con",926.909090909091
"592","92","E2","B1 100","B2","0% Con","inc",1361.58333333333
"593","93","E2","B1 0","B1","100% Con","con",638.916666666667
"594","93","E2","B1 0","B1","100% Con","inc",823.333333333333
"595","93","E2","B1 0","B1","0% Con","con",683.916666666667
"596","93","E2","B1 0","B1","0% Con","inc",762.363636363636
"597","93","E2","B1 0","B2","100% Con","con",601.545454545455
"598","93","E2","B1 0","B2","100% Con","inc",632.375
"599","93","E2","B1 0","B2","0% Con","con",594.272727272727
"600","93","E2","B1 0","B2","0% Con","inc",688.727272727273
"601","96","E2","B1 0","B1","100% Con","con",597.416666666667
"602","96","E2","B1 0","B1","100% Con","inc",736.916666666667
"603","96","E2","B1 0","B1","0% Con","con",683.090909090909
"604","96","E2","B1 0","B1","0% Con","inc",738.3
"605","96","E2","B1 0","B2","100% Con","con",599.166666666667
"606","96","E2","B1 0","B2","100% Con","inc",689.727272727273
"607","96","E2","B1 0","B2","0% Con","con",659.5
"608","96","E2","B1 0","B2","0% Con","inc",771.5
"609","98","E2","B1 0","B1","100% Con","con",770.583333333333
"610","98","E2","B1 0","B1","100% Con","inc",831.4
"611","98","E2","B1 0","B1","0% Con","con",763.818181818182
"612","98","E2","B1 0","B1","0% Con","inc",853.363636363636
"613","98","E2","B1 0","B2","100% Con","con",574.636363636364
"614","98","E2","B1 0","B2","100% Con","inc",715
"615","98","E2","B1 0","B2","0% Con","con",559.727272727273
"616","98","E2","B1 0","B2","0% Con","inc",722.75
"617","99","E2","B1 100","B1","100% Con","con",920.083333333333
"618","99","E2","B1 100","B1","100% Con","inc",1277.16666666667
"619","99","E2","B1 100","B1","0% Con","con",722.454545454545
"620","99","E2","B1 100","B1","0% Con","inc",923.6
"621","99","E2","B1 100","B2","100% Con","con",746.416666666667
"622","99","E2","B1 100","B2","100% Con","inc",742.9
"623","99","E2","B1 100","B2","0% Con","con",774.909090909091
"624","99","E2","B1 100","B2","0% Con","inc",1004.90909090909
"625","100","E2","B1 0","B1","100% Con","con",700.666666666667
"626","100","E2","B1 0","B1","100% Con","inc",820
"627","100","E2","B1 0","B1","0% Con","con",622.25
"628","100","E2","B1 0","B1","0% Con","inc",724.444444444444
"629","100","E2","B1 0","B2","100% Con","con",848.166666666667
"630","100","E2","B1 0","B2","100% Con","inc",744.875
"631","100","E2","B1 0","B2","0% Con","con",710.090909090909
"632","100","E2","B1 0","B2","0% Con","inc",766.5
"633","101","E2","B1 100","B1","100% Con","con",752.333333333333
"634","101","E2","B1 100","B1","100% Con","inc",838.363636363636
"635","101","E2","B1 100","B1","0% Con","con",728.083333333333
"636","101","E2","B1 100","B1","0% Con","inc",767.2
"637","101","E2","B1 100","B2","100% Con","con",745.75
"638","101","E2","B1 100","B2","100% Con","inc",804.166666666667
"639","101","E2","B1 100","B2","0% Con","con",636.909090909091
"640","101","E2","B1 100","B2","0% Con","inc",664
"641","102","E2","B1 100","B1","100% Con","con",624.1
"642","102","E2","B1 100","B1","100% Con","inc",765.363636363636
"643","102","E2","B1 100","B1","0% Con","con",627.727272727273
"644","102","E2","B1 100","B1","0% Con","inc",780.9
"645","102","E2","B1 100","B2","100% Con","con",651.545454545455
"646","102","E2","B1 100","B2","100% Con","inc",683.416666666667
"647","102","E2","B1 100","B2","0% Con","con",721.333333333333
"648","102","E2","B1 100","B2","0% Con","inc",875.583333333333
"649","103","E2","B1 100","B1","100% Con","con",496.727272727273
"650","103","E2","B1 100","B1","100% Con","inc",595.7
"651","103","E2","B1 100","B1","0% Con","con",524.583333333333
"652","103","E2","B1 100","B1","0% Con","inc",610.9
"653","103","E2","B1 100","B2","100% Con","con",481.181818181818
"654","103","E2","B1 100","B2","100% Con","inc",604.222222222222
"655","103","E2","B1 100","B2","0% Con","con",536.545454545455
"656","103","E2","B1 100","B2","0% Con","inc",653.363636363636
"657","104","E2","B1 100","B1","100% Con","con",564.818181818182
"658","104","E2","B1 100","B1","100% Con","inc",698.181818181818
"659","104","E2","B1 100","B1","0% Con","con",659
"660","104","E2","B1 100","B1","0% Con","inc",682
"661","104","E2","B1 100","B2","100% Con","con",606.181818181818
"662","104","E2","B1 100","B2","100% Con","inc",719.5
"663","104","E2","B1 100","B2","0% Con","con",605.090909090909
"664","104","E2","B1 100","B2","0% Con","inc",720.181818181818
"665","105","E2","B1 0","B1","100% Con","con",662
"666","105","E2","B1 0","B1","100% Con","inc",769.454545454545
"667","105","E2","B1 0","B1","0% Con","con",683.666666666667
"668","105","E2","B1 0","B1","0% Con","inc",701
"669","105","E2","B1 0","B2","100% Con","con",634.727272727273
"670","105","E2","B1 0","B2","100% Con","inc",705.666666666667
"671","105","E2","B1 0","B2","0% Con","con",663.416666666667
"672","105","E2","B1 0","B2","0% Con","inc",690.416666666667
"673","106","E2","B1 0","B1","100% Con","con",523.727272727273
"674","106","E2","B1 0","B1","100% Con","inc",579.545454545455
"675","106","E2","B1 0","B1","0% Con","con",525.916666666667
"676","106","E2","B1 0","B1","0% Con","inc",605.909090909091
"677","106","E2","B1 0","B2","100% Con","con",489.333333333333
"678","106","E2","B1 0","B2","100% Con","inc",619.363636363636
"679","106","E2","B1 0","B2","0% Con","con",516.166666666667
"680","106","E2","B1 0","B2","0% Con","inc",608.583333333333
"681","107","E2","B1 0","B1","100% Con","con",748.5
"682","107","E2","B1 0","B1","100% Con","inc",851.222222222222
"683","107","E2","B1 0","B1","0% Con","con",909
"684","107","E2","B1 0","B1","0% Con","inc",959.454545454545
"685","107","E2","B1 0","B2","100% Con","con",873.583333333333
"686","107","E2","B1 0","B2","100% Con","inc",954.916666666667
"687","107","E2","B1 0","B2","0% Con","con",768.636363636364
"688","107","E2","B1 0","B2","0% Con","inc",990.583333333333
"689","108","E2","B1 0","B1","100% Con","con",508.333333333333
"690","108","E2","B1 0","B1","100% Con","inc",608.5
"691","108","E2","B1 0","B1","0% Con","con",576.090909090909
"692","108","E2","B1 0","B1","0% Con","inc",662.75
"693","108","E2","B1 0","B2","100% Con","con",507
"694","108","E2","B1 0","B2","100% Con","inc",623.583333333333
"695","108","E2","B1 0","B2","0% Con","con",508.909090909091
"696","108","E2","B1 0","B2","0% Con","inc",623.818181818182
"697","110","E2","B1 0","B1","100% Con","con",569.818181818182
"698","110","E2","B1 0","B1","100% Con","inc",733.5
"699","110","E2","B1 0","B1","0% Con","con",782.5
"700","110","E2","B1 0","B1","0% Con","inc",783.75
"701","110","E2","B1 0","B2","100% Con","con",536.272727272727
"702","110","E2","B1 0","B2","100% Con","inc",583.181818181818
"703","110","E2","B1 0","B2","0% Con","con",616.166666666667
"704","110","E2","B1 0","B2","0% Con","inc",670.636363636364
"705","112","E3","B1 100","B1","100% Con","con",620.666666666667
"706","112","E3","B1 100","B1","100% Con","inc",777.090909090909
"707","112","E3","B1 100","B1","0% Con","con",621.909090909091
"708","112","E3","B1 100","B1","0% Con","inc",752.916666666667
"709","112","E3","B1 100","B2","100% Con","con",677.75
"710","112","E3","B1 100","B2","100% Con","inc",836
"711","112","E3","B1 100","B2","0% Con","con",647.25
"712","112","E3","B1 100","B2","0% Con","inc",757.3
"713","113","E3","B1 100","B1","100% Con","con",721.166666666667
"714","113","E3","B1 100","B1","100% Con","inc",756.25
"715","113","E3","B1 100","B1","0% Con","con",846.363636363636
"716","113","E3","B1 100","B1","0% Con","inc",907.5
"717","113","E3","B1 100","B2","100% Con","con",679.666666666667
"718","113","E3","B1 100","B2","100% Con","inc",770.75
"719","113","E3","B1 100","B2","0% Con","con",823.666666666667
"720","113","E3","B1 100","B2","0% Con","inc",918.083333333333
"721","114","E3","B1 0","B1","100% Con","con",595.666666666667
"722","114","E3","B1 0","B1","100% Con","inc",629.545454545455
"723","114","E3","B1 0","B1","0% Con","con",714.636363636364
"724","114","E3","B1 0","B1","0% Con","inc",805.75
"725","114","E3","B1 0","B2","100% Con","con",534.909090909091
"726","114","E3","B1 0","B2","100% Con","inc",616.5
"727","114","E3","B1 0","B2","0% Con","con",805.583333333333
"728","114","E3","B1 0","B2","0% Con","inc",870
"729","116","E3","B1 0","B1","100% Con","con",671.454545454545
"730","116","E3","B1 0","B1","100% Con","inc",726.909090909091
"731","116","E3","B1 0","B1","0% Con","con",578.818181818182
"732","116","E3","B1 0","B1","0% Con","inc",693.909090909091
"733","116","E3","B1 0","B2","100% Con","con",556.909090909091
"734","116","E3","B1 0","B2","100% Con","inc",634.818181818182
"735","116","E3","B1 0","B2","0% Con","con",521.916666666667
"736","116","E3","B1 0","B2","0% Con","inc",549
"737","118","E3","B1 0","B1","100% Con","con",514.583333333333
"738","118","E3","B1 0","B1","100% Con","inc",726.75
"739","118","E3","B1 0","B1","0% Con","con",613.181818181818
"740","118","E3","B1 0","B1","0% Con","inc",658
"741","118","E3","B1 0","B2","100% Con","con",542.363636363636
"742","118","E3","B1 0","B2","100% Con","inc",548.75
"743","118","E3","B1 0","B2","0% Con","con",631.272727272727
"744","118","E3","B1 0","B2","0% Con","inc",630.666666666667
"745","119","E3","B1 100","B1","100% Con","con",727
"746","119","E3","B1 100","B1","100% Con","inc",849.181818181818
"747","119","E3","B1 100","B1","0% Con","con",727.333333333333
"748","119","E3","B1 100","B1","0% Con","inc",767.545454545455
"749","119","E3","B1 100","B2","100% Con","con",763.833333333333
"750","119","E3","B1 100","B2","100% Con","inc",953.272727272727
"751","119","E3","B1 100","B2","0% Con","con",650.363636363636
"752","119","E3","B1 100","B2","0% Con","inc",731
"753","120","E3","B1 0","B1","100% Con","con",547.636363636364
"754","120","E3","B1 0","B1","100% Con","inc",548.083333333333
"755","120","E3","B1 0","B1","0% Con","con",526.333333333333
"756","120","E3","B1 0","B1","0% Con","inc",576.454545454545
"757","120","E3","B1 0","B2","100% Con","con",454.454545454545
"758","120","E3","B1 0","B2","100% Con","inc",560.166666666667
"759","120","E3","B1 0","B2","0% Con","con",490.9
"760","120","E3","B1 0","B2","0% Con","inc",549
"761","121","E3","B1 0","B1","100% Con","con",541
"762","121","E3","B1 0","B1","100% Con","inc",583.636363636364
"763","121","E3","B1 0","B1","0% Con","con",594
"764","121","E3","B1 0","B1","0% Con","inc",768.727272727273
"765","121","E3","B1 0","B2","100% Con","con",526.454545454545
"766","121","E3","B1 0","B2","100% Con","inc",701.416666666667
"767","121","E3","B1 0","B2","0% Con","con",551.545454545455
"768","121","E3","B1 0","B2","0% Con","inc",645.75
"769","123","E3","B1 100","B1","100% Con","con",526.636363636364
"770","123","E3","B1 100","B1","100% Con","inc",617
"771","123","E3","B1 100","B1","0% Con","con",856.166666666667
"772","123","E3","B1 100","B1","0% Con","inc",880
"773","123","E3","B1 100","B2","100% Con","con",704.818181818182
"774","123","E3","B1 100","B2","100% Con","inc",795.5
"775","123","E3","B1 100","B2","0% Con","con",776.636363636364
"776","123","E3","B1 100","B2","0% Con","inc",976.272727272727
"777","125","E3","B1 100","B1","100% Con","con",675.333333333333
"778","125","E3","B1 100","B1","100% Con","inc",752.9
"779","125","E3","B1 100","B1","0% Con","con",611.363636363636
"780","125","E3","B1 100","B1","0% Con","inc",779.909090909091
"781","125","E3","B1 100","B2","100% Con","con",739.333333333333
"782","125","E3","B1 100","B2","100% Con","inc",921.272727272727
"783","125","E3","B1 100","B2","0% Con","con",614.090909090909
"784","125","E3","B1 100","B2","0% Con","inc",758.454545454545
"785","126","E3","B1 100","B1","100% Con","con",677.583333333333
"786","126","E3","B1 100","B1","100% Con","inc",712
"787","126","E3","B1 100","B1","0% Con","con",935.272727272727
"788","126","E3","B1 100","B1","0% Con","inc",970.4
"789","126","E3","B1 100","B2","100% Con","con",649.818181818182
"790","126","E3","B1 100","B2","100% Con","inc",819.75
"791","126","E3","B1 100","B2","0% Con","con",969.636363636364
"792","126","E3","B1 100","B2","0% Con","inc",1042.72727272727
"793","128","E3","B1 100","B1","100% Con","con",840.181818181818
"794","128","E3","B1 100","B1","100% Con","inc",1057
"795","128","E3","B1 100","B1","0% Con","con",869.416666666667
"796","128","E3","B1 100","B1","0% Con","inc",987.166666666667
"797","128","E3","B1 100","B2","100% Con","con",877.916666666667
"798","128","E3","B1 100","B2","100% Con","inc",988.666666666667
"799","128","E3","B1 100","B2","0% Con","con",1140.81818181818
"800","128","E3","B1 100","B2","0% Con","inc",1358
"801","129","E3","B1 100","B1","100% Con","con",611.272727272727
"802","129","E3","B1 100","B1","100% Con","inc",663.818181818182
"803","129","E3","B1 100","B1","0% Con","con",633.583333333333
"804","129","E3","B1 100","B1","0% Con","inc",750.090909090909
"805","129","E3","B1 100","B2","100% Con","con",626.363636363636
"806","129","E3","B1 100","B2","100% Con","inc",699.4
"807","129","E3","B1 100","B2","0% Con","con",587.545454545455
"808","129","E3","B1 100","B2","0% Con","inc",704.545454545455
"809","132","E3","B1 100","B1","100% Con","con",556
"810","132","E3","B1 100","B1","100% Con","inc",786.909090909091
"811","132","E3","B1 100","B1","0% Con","con",508.583333333333
"812","132","E3","B1 100","B1","0% Con","inc",619.333333333333
"813","132","E3","B1 100","B2","100% Con","con",534.666666666667
"814","132","E3","B1 100","B2","100% Con","inc",695.375
"815","132","E3","B1 100","B2","0% Con","con",465.090909090909
"816","132","E3","B1 100","B2","0% Con","inc",606.3
"817","133","E3","B1 100","B1","100% Con","con",634.416666666667
"818","133","E3","B1 100","B1","100% Con","inc",745.363636363636
"819","133","E3","B1 100","B1","0% Con","con",662.545454545455
"820","133","E3","B1 100","B1","0% Con","inc",692.555555555556
"821","133","E3","B1 100","B2","100% Con","con",712.333333333333
"822","133","E3","B1 100","B2","100% Con","inc",717.8
"823","133","E3","B1 100","B2","0% Con","con",596.5
"824","133","E3","B1 100","B2","0% Con","inc",675.636363636364
"825","134","E3","B1 0","B1","100% Con","con",781.363636363636
"826","134","E3","B1 0","B1","100% Con","inc",796.083333333333
"827","134","E3","B1 0","B1","0% Con","con",770.272727272727
"828","134","E3","B1 0","B1","0% Con","inc",882.727272727273
"829","134","E3","B1 0","B2","100% Con","con",821.090909090909
"830","134","E3","B1 0","B2","100% Con","inc",850.083333333333
"831","134","E3","B1 0","B2","0% Con","con",789.090909090909
"832","134","E3","B1 0","B2","0% Con","inc",801.666666666667
"833","135","E3","B1 0","B1","100% Con","con",785.333333333333
"834","135","E3","B1 0","B1","100% Con","inc",1023
"835","135","E3","B1 0","B1","0% Con","con",934.583333333333
"836","135","E3","B1 0","B1","0% Con","inc",1385.5
"837","135","E3","B1 0","B2","100% Con","con",778.166666666667
"838","135","E3","B1 0","B2","100% Con","inc",859.818181818182
"839","135","E3","B1 0","B2","0% Con","con",797.25
"840","135","E3","B1 0","B2","0% Con","inc",932.454545454545
"841","137","E3","B1 100","B1","100% Con","con",570.454545454545
"842","137","E3","B1 100","B1","100% Con","inc",650.2
"843","137","E3","B1 100","B1","0% Con","con",493.636363636364
"844","137","E3","B1 100","B1","0% Con","inc",661.75
"845","137","E3","B1 100","B2","100% Con","con",492.090909090909
"846","137","E3","B1 100","B2","100% Con","inc",618.5
"847","137","E3","B1 100","B2","0% Con","con",506.636363636364
"848","137","E3","B1 100","B2","0% Con","inc",573.727272727273
"849","138","E3","B1 0","B1","100% Con","con",1212.54545454545
"850","138","E3","B1 0","B1","100% Con","inc",1155.66666666667
"851","138","E3","B1 0","B1","0% Con","con",1041
"852","138","E3","B1 0","B1","0% Con","inc",1128.1
"853","138","E3","B1 0","B2","100% Con","con",1041.72727272727
"854","138","E3","B1 0","B2","100% Con","inc",1180.91666666667
"855","138","E3","B1 0","B2","0% Con","con",1125
"856","138","E3","B1 0","B2","0% Con","inc",1147.25
"857","140","E3","B1 100","B1","100% Con","con",584.181818181818
"858","140","E3","B1 100","B1","100% Con","inc",749.8
"859","140","E3","B1 100","B1","0% Con","con",490.090909090909
"860","140","E3","B1 100","B1","0% Con","inc",513.416666666667
"861","140","E3","B1 100","B2","100% Con","con",511.333333333333
"862","140","E3","B1 100","B2","100% Con","inc",609.727272727273
"863","140","E3","B1 100","B2","0% Con","con",519.833333333333
"864","140","E3","B1 100","B2","0% Con","inc",527.727272727273
"865","141","E3","B1 0","B1","100% Con","con",897.583333333333
"866","141","E3","B1 0","B1","100% Con","inc",1088.75
"867","141","E3","B1 0","B1","0% Con","con",1092.66666666667
"868","141","E3","B1 0","B1","0% Con","inc",1073.27272727273
"869","141","E3","B1 0","B2","100% Con","con",835.909090909091
"870","141","E3","B1 0","B2","100% Con","inc",1012
"871","141","E3","B1 0","B2","0% Con","con",1160.90909090909
"872","141","E3","B1 0","B2","0% Con","inc",1393.54545454545
"873","142","E3","B1 0","B1","100% Con","con",642.636363636364
"874","142","E3","B1 0","B1","100% Con","inc",796.090909090909
"875","142","E3","B1 0","B1","0% Con","con",1012.18181818182
"876","142","E3","B1 0","B1","0% Con","inc",903
"877","142","E3","B1 0","B2","100% Con","con",722.818181818182
"878","142","E3","B1 0","B2","100% Con","inc",750.8
"879","142","E3","B1 0","B2","0% Con","con",978.818181818182
"880","142","E3","B1 0","B2","0% Con","inc",944.545454545455
"881","143","E3","B1 0","B1","100% Con","con",853.636363636364
"882","143","E3","B1 0","B1","100% Con","inc",1066.18181818182
"883","143","E3","B1 0","B1","0% Con","con",973.25
"884","143","E3","B1 0","B1","0% Con","inc",1064.5
"885","143","E3","B1 0","B2","100% Con","con",889.083333333333
"886","143","E3","B1 0","B2","100% Con","inc",970.083333333333
"887","143","E3","B1 0","B2","0% Con","con",956.416666666667
"888","143","E3","B1 0","B2","0% Con","inc",1126.83333333333
"889","145","E3","B1 0","B1","100% Con","con",621.818181818182
"890","145","E3","B1 0","B1","100% Con","inc",581.4
"891","145","E3","B1 0","B1","0% Con","con",536.727272727273
"892","145","E3","B1 0","B1","0% Con","inc",614.083333333333
"893","145","E3","B1 0","B2","100% Con","con",592.909090909091
"894","145","E3","B1 0","B2","100% Con","inc",732.181818181818
"895","145","E3","B1 0","B2","0% Con","con",534.727272727273
"896","145","E3","B1 0","B2","0% Con","inc",532.083333333333
"897","146","E3","B1 100","B1","100% Con","con",491.636363636364
"898","146","E3","B1 100","B1","100% Con","inc",578.375
"899","146","E3","B1 100","B1","0% Con","con",568.583333333333
"900","146","E3","B1 100","B1","0% Con","inc",583.8
"901","146","E3","B1 100","B2","100% Con","con",454.916666666667
"902","146","E3","B1 100","B2","100% Con","inc",626.7
"903","146","E3","B1 100","B2","0% Con","con",517.363636363636
"904","146","E3","B1 100","B2","0% Con","inc",589.636363636364
"905","147","E3","B1 0","B1","100% Con","con",764
"906","147","E3","B1 0","B1","100% Con","inc",943.75
"907","147","E3","B1 0","B1","0% Con","con",833.833333333333
"908","147","E3","B1 0","B1","0% Con","inc",869.818181818182
"909","147","E3","B1 0","B2","100% Con","con",692.083333333333
"910","147","E3","B1 0","B2","100% Con","inc",807.333333333333
"911","147","E3","B1 0","B2","0% Con","con",791.636363636364
"912","147","E3","B1 0","B2","0% Con","inc",879.181818181818
"913","149","E3","B1 0","B1","100% Con","con",612.090909090909
"914","149","E3","B1 0","B1","100% Con","inc",824.636363636364
"915","149","E3","B1 0","B1","0% Con","con",695.727272727273
"916","149","E3","B1 0","B1","0% Con","inc",705.545454545455
"917","149","E3","B1 0","B2","100% Con","con",680.181818181818
"918","149","E3","B1 0","B2","100% Con","inc",751.545454545455
"919","149","E3","B1 0","B2","0% Con","con",813.166666666667
"920","149","E3","B1 0","B2","0% Con","inc",687.416666666667
"921","152","E3","B1 100","B1","100% Con","con",551.181818181818
"922","152","E3","B1 100","B1","100% Con","inc",659.6
"923","152","E3","B1 100","B1","0% Con","con",555.4
"924","152","E3","B1 100","B1","0% Con","inc",623.555555555556
"925","152","E3","B1 100","B2","100% Con","con",580.545454545455
"926","152","E3","B1 100","B2","100% Con","inc",693.333333333333
"927","152","E3","B1 100","B2","0% Con","con",497.7
"928","152","E3","B1 100","B2","0% Con","inc",667.545454545455
"929","153","E3","B1 0","B1","100% Con","con",855.636363636364
"930","153","E3","B1 0","B1","100% Con","inc",781.1
"931","153","E3","B1 0","B1","0% Con","con",685.363636363636
"932","153","E3","B1 0","B1","0% Con","inc",702.75
"933","153","E3","B1 0","B2","100% Con","con",569
"934","153","E3","B1 0","B2","100% Con","inc",801.916666666667
"935","153","E3","B1 0","B2","0% Con","con",1343.91666666667
"936","153","E3","B1 0","B2","0% Con","inc",1098.5
"937","154","E3","B1 100","B1","100% Con","con",813.545454545455
"938","154","E3","B1 100","B1","100% Con","inc",894.4
"939","154","E3","B1 100","B1","0% Con","con",778.416666666667
